compliance_id,mine_id,compliance_code,category,authority,regulation_name,requirement,applicability,frequency,issue_date,due_date,expiry_date,responsible_officer_role,status,priority,evidence_required,source_rule_reference,data_source,data_note
CMP-M006-001,M006,SAF-01,Safety,DGMS,"Coal Mines Regulations, 2017",General mine safety inspection & statutory records,ALL,MONTHLY,2025-12-29,2026-12-06,2027-03-07,Safety Officer,COMPLIANT,LOW,Inspection records,"Coal Mines Regulations, 2017 / demo applicability mapping",DEMO_SYNTHETIC,Dates/statuses are synthetic; not official statutory determinations
CMP-M006-002,M006,SAF-02,Safety,DGMS,"Mines Vocational Training Rules, 1966",Vocational/refresher training validity,ALL,MONTHLY,2025-08-28,2027-01-03,2027-07-08,Training Officer,COMPLIANT,LOW,Training certificates,"Mines Vocational Training Rules, 1966 / demo applicability mapping",DEMO_SYNTHETIC,Dates/statuses are synthetic; not official statutory determinations
CMP-M006-003,M006,SAF-03,Safety,DGMS,"Mines Rescue Rules, 1985",Emergency/rescue preparedness review,"UNDERGROUND,MIXED",QUARTERLY,2026-04-10,2026-09-11,2026-11-25,Safety Officer,DUE_SOON,MEDIUM,Mock drill/rescue records,"Mines Rescue Rules, 1985 / demo applicability mapping",DEMO_SYNTHETIC,Dates/statuses are synthetic; not official statutory determinations
CMP-M006-004,M006,SAF-04,Safety,DGMS,"Coal Mines Regulations, 2017",Ventilation and mine-air monitoring review,"UNDERGROUND,MIXED",WEEKLY,2026-04-05,2026-10-23,2027-08-29,Ventilation Officer,COMPLIANT,MEDIUM,Gas/ventilation records,"Coal Mines Regulations, 2017 / demo applicability mapping",DEMO_SYNTHETIC,Dates/statuses are synthetic; not official statutory determinations
CMP-M006-005,M006,SAF-05,Safety,DGMS,"Coal Mines Regulations, 2017",Strata/roof support inspection,"UNDERGROUND,MIXED",WEEKLY,2025-08-21,2026-12-18,2027-09-02,Safety Officer,COMPLIANT,LOW,Strata evidence,"Coal Mines Regulations, 2017 / demo applicability mapping",DEMO_SYNTHETIC,Dates/statuses are synthetic; not official statutory determinations
CMP-M006-006,M006,SAF-06,Safety,DGMS,"Coal Mines Regulations, 2017",Slope/dump/highwall safety inspection,"OPENCAST,MIXED",WEEKLY,2026-06-24,2026-11-03,2026-12-03,Safety Officer,COMPLIANT,LOW,Geotechnical evidence,"Coal Mines Regulations, 2017 / demo applicability mapping",DEMO_SYNTHETIC,Dates/statuses are synthetic; not official statutory determinations
CMP-M006-007,M006,ENV-01,Environment,MoEFCC/PARIVESH,Environmental Clearance Conditions,Environmental clearance condition compliance,ALL,HALF_YEARLY,2026-07-11,2026-12-16,2027-05-14,Environment Officer,COMPLIANT,MEDIUM,EC compliance report,Environmental Clearance Conditions / demo applicability mapping,DEMO_SYNTHETIC,Dates/statuses are synthetic; not official statutory determinations
CMP-M006-008,M006,ENV-02,Environment,State Pollution Control Board,Consent to Operate Conditions,Consent to Operate validity/conditions,ALL,ANNUAL,2026-04-04,2026-09-11,2027-01-03,Environment Officer,DUE_SOON,HIGH,CTO certificate,Consent to Operate Conditions / demo applicability mapping,DEMO_SYNTHETIC,Dates/statuses are synthetic; not official statutory determinations
CMP-M006-009,M006,ENV-03,Environment,State Pollution Control Board,Environmental Monitoring Programme,Ambient air quality monitoring,ALL,FORTNIGHTLY,2026-01-13,2026-09-05,2026-12-04,Environment Officer,DUE_SOON,MEDIUM,Air monitoring report,Environmental Monitoring Programme / demo applicability mapping,DEMO_SYNTHETIC,Dates/statuses are synthetic; not official statutory determinations
CMP-M006-010,M006,ENV-04,Environment,State Pollution Control Board,Environmental Monitoring Programme,Mine-water quality monitoring,ALL,FORTNIGHTLY,2025-06-22,2027-01-03,2027-06-25,Environment Officer,COMPLIANT,MEDIUM,Water analysis report,Environmental Monitoring Programme / demo applicability mapping,DEMO_SYNTHETIC,Dates/statuses are synthetic; not official statutory determinations
CMP-M006-011,M006,LAB-01,Labour,DGMS / Labour Compliance,Mine Worker Fitness & Welfare Requirements,Worker fitness validity review,ALL,MONTHLY,2026-04-03,2026-08-20,2026-09-17,HR Officer,NON_COMPLIANT,HIGH,Fitness validity record,Mine Worker Fitness & Welfare Requirements / demo applicability mapping,DEMO_SYNTHETIC,Dates/statuses are synthetic; not official statutory determinations
CMP-M006-012,M006,LAB-02,Labour,DGMS / Labour Compliance,Training & Competency Requirements,Worker competency/certificate validity,ALL,MONTHLY,2026-04-15,2026-10-16,2027-01-16,HR Officer,COMPLIANT,LOW,Competency certificate,Training & Competency Requirements / demo applicability mapping,DEMO_SYNTHETIC,Dates/statuses are synthetic; not official statutory determinations
CMP-M006-013,M006,CON-01,Contractor,Mine Management,Contractor Safety Management,Contractor training/PPE/licence compliance,ALL,MONTHLY,2026-04-04,2026-12-20,2027-04-21,Contractor Manager,COMPLIANT,MEDIUM,Contractor compliance pack,Contractor Safety Management / demo applicability mapping,DEMO_SYNTHETIC,Dates/statuses are synthetic; not official statutory determinations
CMP-M006-014,M006,PRO-01,Production,Ministry of Coal / Coal Controller,Production Reporting Requirement,Daily/monthly production reporting,"OPERATING,REOPENING",MONTHLY,2025-09-26,2026-12-28,2027-02-17,Production Officer,COMPLIANT,MEDIUM,Production statement,Production Reporting Requirement / demo applicability mapping,DEMO_SYNTHETIC,Dates/statuses are synthetic; not official statutory determinations
CMP-M006-015,M006,CLS-01,Mine Closure,Ministry of Coal,Mining Plan & Mine Closure Plan,Progressive/final mine closure obligations,ALL,QUARTERLY,2026-03-06,2027-02-07,2027-03-29,Mine Planning Officer,COMPLIANT,LOW,Closure progress evidence,Mining Plan & Mine Closure Plan / demo applicability mapping,DEMO_SYNTHETIC,Dates/statuses are synthetic; not official statutory determinations
CMP-M007-001,M007,SAF-01,Safety,DGMS,"Coal Mines Regulations, 2017",General mine safety inspection & statutory records,ALL,MONTHLY,2025-11-09,2026-10-11,2027-08-10,Safety Officer,COMPLIANT,MEDIUM,Inspection records,"Coal Mines Regulations, 2017 / demo applicability mapping",DEMO_SYNTHETIC,Dates/statuses are synthetic; not official statutory determinations
CMP-M007-002,M007,SAF-02,Safety,DGMS,"Mines Vocational Training Rules, 1966",Vocational/refresher training validity,ALL,MONTHLY,2025-05-04,2026-09-05,2026-12-23,Training Officer,DUE_SOON,HIGH,Training certificates,"Mines Vocational Training Rules, 1966 / demo applicability mapping",DEMO_SYNTHETIC,Dates/statuses are synthetic; not official statutory determinations
CMP-M007-003,M007,SAF-03,Safety,DGMS,"Mines Rescue Rules, 1985",Emergency/rescue preparedness review,"UNDERGROUND,MIXED",QUARTERLY,2026-07-12,2027-01-26,2026-12-24,Safety Officer,COMPLIANT,LOW,Mock drill/rescue records,"Mines Rescue Rules, 1985 / demo applicability mapping",DEMO_SYNTHETIC,Dates/statuses are synthetic; not official statutory determinations
CMP-M007-004,M007,SAF-04,Safety,DGMS,"Coal Mines Regulations, 2017",Ventilation and mine-air monitoring review,"UNDERGROUND,MIXED",WEEKLY,2026-03-20,2026-10-23,2027-01-26,Ventilation Officer,COMPLIANT,LOW,Gas/ventilation records,"Coal Mines Regulations, 2017 / demo applicability mapping",DEMO_SYNTHETIC,Dates/statuses are synthetic; not official statutory determinations
CMP-M007-005,M007,SAF-05,Safety,DGMS,"Coal Mines Regulations, 2017",Strata/roof support inspection,"UNDERGROUND,MIXED",WEEKLY,2026-07-10,2026-11-03,2027-03-27,Safety Officer,COMPLIANT,MEDIUM,Strata evidence,"Coal Mines Regulations, 2017 / demo applicability mapping",DEMO_SYNTHETIC,Dates/statuses are synthetic; not official statutory determinations
CMP-M007-006,M007,SAF-06,Safety,DGMS,"Coal Mines Regulations, 2017",Slope/dump/highwall safety inspection,"OPENCAST,MIXED",WEEKLY,2026-05-12,,,Safety Officer,NOT_APPLICABLE,LOW,Geotechnical evidence,"Coal Mines Regulations, 2017 / demo applicability mapping",DEMO_SYNTHETIC,Dates/statuses are synthetic; not official statutory determinations
CMP-M007-007,M007,ENV-01,Environment,MoEFCC/PARIVESH,Environmental Clearance Conditions,Environmental clearance condition compliance,ALL,HALF_YEARLY,2025-07-06,2026-10-29,2027-01-20,Environment Officer,COMPLIANT,LOW,EC compliance report,Environmental Clearance Conditions / demo applicability mapping,DEMO_SYNTHETIC,Dates/statuses are synthetic; not official statutory determinations
CMP-M007-008,M007,ENV-02,Environment,State Pollution Control Board,Consent to Operate Conditions,Consent to Operate validity/conditions,ALL,ANNUAL,2025-05-13,2027-01-21,2027-05-28,Environment Officer,COMPLIANT,LOW,CTO certificate,Consent to Operate Conditions / demo applicability mapping,DEMO_SYNTHETIC,Dates/statuses are synthetic; not official statutory determinations
CMP-M007-009,M007,ENV-03,Environment,State Pollution Control Board,Environmental Monitoring Programme,Ambient air quality monitoring,ALL,FORTNIGHTLY,2026-07-29,2027-02-10,2027-06-25,Environment Officer,COMPLIANT,LOW,Air monitoring report,Environmental Monitoring Programme / demo applicability mapping,DEMO_SYNTHETIC,Dates/statuses are synthetic; not official statutory determinations
CMP-M007-010,M007,ENV-04,Environment,State Pollution Control Board,Environmental Monitoring Programme,Mine-water quality monitoring,ALL,FORTNIGHTLY,2025-04-24,2027-01-04,2027-06-29,Environment Officer,COMPLIANT,LOW,Water analysis report,Environmental Monitoring Programme / demo applicability mapping,DEMO_SYNTHETIC,Dates/statuses are synthetic; not official statutory determinations
CMP-M007-011,M007,LAB-01,Labour,DGMS / Labour Compliance,Mine Worker Fitness & Welfare Requirements,Worker fitness validity review,ALL,MONTHLY,2025-08-30,2026-10-03,2027-08-17,HR Officer,COMPLIANT,MEDIUM,Fitness validity record,Mine Worker Fitness & Welfare Requirements / demo applicability mapping,DEMO_SYNTHETIC,Dates/statuses are synthetic; not official statutory determinations
CMP-M007-012,M007,LAB-02,Labour,DGMS / Labour Compliance,Training & Competency Requirements,Worker competency/certificate validity,ALL,MONTHLY,2025-05-18,2027-02-03,2027-04-27,HR Officer,COMPLIANT,LOW,Competency certificate,Training & Competency Requirements / demo applicability mapping,DEMO_SYNTHETIC,Dates/statuses are synthetic; not official statutory determinations
CMP-M007-013,M007,CON-01,Contractor,Mine Management,Contractor Safety Management,Contractor training/PPE/licence compliance,ALL,MONTHLY,2025-07-08,2026-10-27,2027-06-19,Contractor Manager,COMPLIANT,MEDIUM,Contractor compliance pack,Contractor Safety Management / demo applicability mapping,DEMO_SYNTHETIC,Dates/statuses are synthetic; not official statutory determinations
CMP-M007-014,M007,PRO-01,Production,Ministry of Coal / Coal Controller,Production Reporting Requirement,Daily/monthly production reporting,"OPERATING,REOPENING",MONTHLY,2025-12-16,2026-09-06,2027-01-22,Production Officer,DUE_SOON,HIGH,Production statement,Production Reporting Requirement / demo applicability mapping,DEMO_SYNTHETIC,Dates/statuses are synthetic; not official statutory determinations
CMP-M007-015,M007,CLS-01,Mine Closure,Ministry of Coal,Mining Plan & Mine Closure Plan,Progressive/final mine closure obligations,ALL,QUARTERLY,2025-08-18,2026-12-22,2027-03-06,Mine Planning Officer,COMPLIANT,MEDIUM,Closure progress evidence,Mining Plan & Mine Closure Plan / demo applicability mapping,DEMO_SYNTHETIC,Dates/statuses are synthetic; not official statutory determinations
CMP-M008-001,M008,SAF-01,Safety,DGMS,"Coal Mines Regulations, 2017",General mine safety inspection & statutory records,ALL,MONTHLY,2026-02-25,2026-10-07,2027-01-29,Safety Officer,COMPLIANT,LOW,Inspection records,"Coal Mines Regulations, 2017 / demo applicability mapping",DEMO_SYNTHETIC,Dates/statuses are synthetic; not official statutory determinations
CMP-M008-002,M008,SAF-02,Safety,DGMS,"Mines Vocational Training Rules, 1966",Vocational/refresher training validity,ALL,MONTHLY,2025-12-11,2027-01-26,2027-06-28,Training Officer,COMPLIANT,LOW,Training certificates,"Mines Vocational Training Rules, 1966 / demo applicability mapping",DEMO_SYNTHETIC,Dates/statuses are synthetic; not official statutory determinations
CMP-M008-003,M008,SAF-03,Safety,DGMS,"Mines Rescue Rules, 1985",Emergency/rescue preparedness review,"UNDERGROUND,MIXED",QUARTERLY,2026-04-16,,,Safety Officer,NOT_APPLICABLE,LOW,Mock drill/rescue records,"Mines Rescue Rules, 1985 / demo applicability mapping",DEMO_SYNTHETIC,Dates/statuses are synthetic; not official statutory determinations
CMP-M008-004,M008,SAF-04,Safety,DGMS,"Coal Mines Regulations, 2017",Ventilation and mine-air monitoring review,"UNDERGROUND,MIXED",WEEKLY,2026-02-14,,,Ventilation Officer,NOT_APPLICABLE,LOW,Gas/ventilation records,"Coal Mines Regulations, 2017 / demo applicability mapping",DEMO_SYNTHETIC,Dates/statuses are synthetic; not official statutory determinations
CMP-M008-005,M008,SAF-05,Safety,DGMS,"Coal Mines Regulations, 2017",Strata/roof support inspection,"UNDERGROUND,MIXED",WEEKLY,2026-01-08,,,Safety Officer,NOT_APPLICABLE,LOW,Strata evidence,"Coal Mines Regulations, 2017 / demo applicability mapping",DEMO_SYNTHETIC,Dates/statuses are synthetic; not official statutory determinations
CMP-M008-006,M008,SAF-06,Safety,DGMS,"Coal Mines Regulations, 2017",Slope/dump/highwall safety inspection,"OPENCAST,MIXED",WEEKLY,2025-05-27,2026-11-18,2027-05-11,Safety Officer,COMPLIANT,MEDIUM,Geotechnical evidence,"Coal Mines Regulations, 2017 / demo applicability mapping",DEMO_SYNTHETIC,Dates/statuses are synthetic; not official statutory determinations
CMP-M008-007,M008,ENV-01,Environment,MoEFCC/PARIVESH,Environmental Clearance Conditions,Environmental clearance condition compliance,ALL,HALF_YEARLY,2026-04-02,2026-11-11,2027-07-10,Environment Officer,COMPLIANT,MEDIUM,EC compliance report,Environmental Clearance Conditions / demo applicability mapping,DEMO_SYNTHETIC,Dates/statuses are synthetic; not official statutory determinations
CMP-M008-008,M008,ENV-02,Environment,State Pollution Control Board,Consent to Operate Conditions,Consent to Operate validity/conditions,ALL,ANNUAL,2026-06-08,2027-01-29,2027-08-21,Environment Officer,COMPLIANT,MEDIUM,CTO certificate,Consent to Operate Conditions / demo applicability mapping,DEMO_SYNTHETIC,Dates/statuses are synthetic; not official statutory determinations
CMP-M008-009,M008,ENV-03,Environment,State Pollution Control Board,Environmental Monitoring Programme,Ambient air quality monitoring,ALL,FORTNIGHTLY,2026-05-29,2026-12-01,2027-05-16,Environment Officer,COMPLIANT,LOW,Air monitoring report,Environmental Monitoring Programme / demo applicability mapping,DEMO_SYNTHETIC,Dates/statuses are synthetic; not official statutory determinations
CMP-M008-010,M008,ENV-04,Environment,State Pollution Control Board,Environmental Monitoring Programme,Mine-water quality monitoring,ALL,FORTNIGHTLY,2025-08-16,2027-02-06,2027-08-07,Environment Officer,COMPLIANT,MEDIUM,Water analysis report,Environmental Monitoring Programme / demo applicability mapping,DEMO_SYNTHETIC,Dates/statuses are synthetic; not official statutory determinations
CMP-M008-011,M008,LAB-01,Labour,DGMS / Labour Compliance,Mine Worker Fitness & Welfare Requirements,Worker fitness validity review,ALL,MONTHLY,2026-05-04,2026-11-17,2027-05-19,HR Officer,COMPLIANT,MEDIUM,Fitness validity record,Mine Worker Fitness & Welfare Requirements / demo applicability mapping,DEMO_SYNTHETIC,Dates/statuses are synthetic; not official statutory determinations
CMP-M008-012,M008,LAB-02,Labour,DGMS / Labour Compliance,Training & Competency Requirements,Worker competency/certificate validity,ALL,MONTHLY,2026-04-20,2026-11-20,2027-02-02,HR Officer,COMPLIANT,LOW,Competency certificate,Training & Competency Requirements / demo applicability mapping,DEMO_SYNTHETIC,Dates/statuses are synthetic; not official statutory determinations
CMP-M008-013,M008,CON-01,Contractor,Mine Management,Contractor Safety Management,Contractor training/PPE/licence compliance,ALL,MONTHLY,2025-04-30,2027-01-26,2026-12-25,Contractor Manager,COMPLIANT,MEDIUM,Contractor compliance pack,Contractor Safety Management / demo applicability mapping,DEMO_SYNTHETIC,Dates/statuses are synthetic; not official statutory determinations
CMP-M008-014,M008,PRO-01,Production,Ministry of Coal / Coal Controller,Production Reporting Requirement,Daily/monthly production reporting,"OPERATING,REOPENING",MONTHLY,2026-06-30,2027-02-15,2027-02-20,Production Officer,COMPLIANT,LOW,Production statement,Production Reporting Requirement / demo applicability mapping,DEMO_SYNTHETIC,Dates/statuses are synthetic; not official statutory determinations
CMP-M008-015,M008,CLS-01,Mine Closure,Ministry of Coal,Mining Plan & Mine Closure Plan,Progressive/final mine closure obligations,ALL,QUARTERLY,2025-12-25,2027-02-17,2027-08-15,Mine Planning Officer,COMPLIANT,LOW,Closure progress evidence,Mining Plan & Mine Closure Plan / demo applicability mapping,DEMO_SYNTHETIC,Dates/statuses are synthetic; not official statutory determinations
CMP-M009-001,M009,SAF-01,Safety,DGMS,"Coal Mines Regulations, 2017",General mine safety inspection & statutory records,ALL,MONTHLY,2026-01-25,2027-01-28,2027-01-28,Safety Officer,COMPLIANT,MEDIUM,Inspection records,"Coal Mines Regulations, 2017 / demo applicability mapping",DEMO_SYNTHETIC,Dates/statuses are synthetic; not official statutory determinations
CMP-M009-002,M009,SAF-02,Safety,DGMS,"Mines Vocational Training Rules, 1966",Vocational/refresher training validity,ALL,MONTHLY,2026-02-06,2026-10-05,2027-07-03,Training Officer,COMPLIANT,MEDIUM,Training certificates,"Mines Vocational Training Rules, 1966 / demo applicability mapping",DEMO_SYNTHETIC,Dates/statuses are synthetic; not official statutory determinations
CMP-M009-003,M009,SAF-03,Safety,DGMS,"Mines Rescue Rules, 1985",Emergency/rescue preparedness review,"UNDERGROUND,MIXED",QUARTERLY,2026-07-10,2026-10-08,2027-07-21,Safety Officer,COMPLIANT,LOW,Mock drill/rescue records,"Mines Rescue Rules, 1985 / demo applicability mapping",DEMO_SYNTHETIC,Dates/statuses are synthetic; not official statutory determinations
CMP-M009-004,M009,SAF-04,Safety,DGMS,"Coal Mines Regulations, 2017",Ventilation and mine-air monitoring review,"UNDERGROUND,MIXED",WEEKLY,2025-04-30,2026-11-12,2027-02-09,Ventilation Officer,COMPLIANT,LOW,Gas/ventilation records,"Coal Mines Regulations, 2017 / demo applicability mapping",DEMO_SYNTHETIC,Dates/statuses are synthetic; not official statutory determinations
CMP-M009-005,M009,SAF-05,Safety,DGMS,"Coal Mines Regulations, 2017",Strata/roof support inspection,"UNDERGROUND,MIXED",WEEKLY,2026-02-16,2026-12-07,2027-08-02,Safety Officer,COMPLIANT,MEDIUM,Strata evidence,"Coal Mines Regulations, 2017 / demo applicability mapping",DEMO_SYNTHETIC,Dates/statuses are synthetic; not official statutory determinations
CMP-M009-006,M009,SAF-06,Safety,DGMS,"Coal Mines Regulations, 2017",Slope/dump/highwall safety inspection,"OPENCAST,MIXED",WEEKLY,2026-03-21,2026-11-10,2027-05-16,Safety Officer,COMPLIANT,LOW,Geotechnical evidence,"Coal Mines Regulations, 2017 / demo applicability mapping",DEMO_SYNTHETIC,Dates/statuses are synthetic; not official statutory determinations
CMP-M009-007,M009,ENV-01,Environment,MoEFCC/PARIVESH,Environmental Clearance Conditions,Environmental clearance condition compliance,ALL,HALF_YEARLY,2025-07-18,2026-12-30,2026-12-19,Environment Officer,COMPLIANT,MEDIUM,EC compliance report,Environmental Clearance Conditions / demo applicability mapping,DEMO_SYNTHETIC,Dates/statuses are synthetic; not official statutory determinations
CMP-M009-008,M009,ENV-02,Environment,State Pollution Control Board,Consent to Operate Conditions,Consent to Operate validity/conditions,ALL,ANNUAL,2025-09-19,2026-11-08,2027-09-01,Environment Officer,COMPLIANT,LOW,CTO certificate,Consent to Operate Conditions / demo applicability mapping,DEMO_SYNTHETIC,Dates/statuses are synthetic; not official statutory determinations
CMP-M009-009,M009,ENV-03,Environment,State Pollution Control Board,Environmental Monitoring Programme,Ambient air quality monitoring,ALL,FORTNIGHTLY,2025-05-28,2027-03-01,2027-07-13,Environment Officer,COMPLIANT,MEDIUM,Air monitoring report,Environmental Monitoring Programme / demo applicability mapping,DEMO_SYNTHETIC,Dates/statuses are synthetic; not official statutory determinations
CMP-M009-010,M009,ENV-04,Environment,State Pollution Control Board,Environmental Monitoring Programme,Mine-water quality monitoring,ALL,FORTNIGHTLY,2026-02-26,2027-01-04,2027-03-06,Environment Officer,COMPLIANT,MEDIUM,Water analysis report,Environmental Monitoring Programme / demo applicability mapping,DEMO_SYNTHETIC,Dates/statuses are synthetic; not official statutory determinations
CMP-M009-011,M009,LAB-01,Labour,DGMS / Labour Compliance,Mine Worker Fitness & Welfare Requirements,Worker fitness validity review,ALL,MONTHLY,2026-05-14,2027-01-30,2027-05-23,HR Officer,COMPLIANT,MEDIUM,Fitness validity record,Mine Worker Fitness & Welfare Requirements / demo applicability mapping,DEMO_SYNTHETIC,Dates/statuses are synthetic; not official statutory determinations
CMP-M009-012,M009,LAB-02,Labour,DGMS / Labour Compliance,Training & Competency Requirements,Worker competency/certificate validity,ALL,MONTHLY,2026-04-26,2027-01-23,2026-12-30,HR Officer,COMPLIANT,LOW,Competency certificate,Training & Competency Requirements / demo applicability mapping,DEMO_SYNTHETIC,Dates/statuses are synthetic; not official statutory determinations
CMP-M009-013,M009,CON-01,Contractor,Mine Management,Contractor Safety Management,Contractor training/PPE/licence compliance,ALL,MONTHLY,2026-02-24,2027-02-28,2027-03-24,Contractor Manager,COMPLIANT,MEDIUM,Contractor compliance pack,Contractor Safety Management / demo applicability mapping,DEMO_SYNTHETIC,Dates/statuses are synthetic; not official statutory determinations
CMP-M009-014,M009,PRO-01,Production,Ministry of Coal / Coal Controller,Production Reporting Requirement,Daily/monthly production reporting,"OPERATING,REOPENING",MONTHLY,2025-10-16,,,Production Officer,NOT_APPLICABLE,LOW,Production statement,Production Reporting Requirement / demo applicability mapping,DEMO_SYNTHETIC,Dates/statuses are synthetic; not official statutory determinations
CMP-M009-015,M009,CLS-01,Mine Closure,Ministry of Coal,Mining Plan & Mine Closure Plan,Progressive/final mine closure obligations,ALL,QUARTERLY,2026-04-08,2026-10-28,2027-05-31,Mine Planning Officer,COMPLIANT,LOW,Closure progress evidence,Mining Plan & Mine Closure Plan / demo applicability mapping,DEMO_SYNTHETIC,Dates/statuses are synthetic; not official statutory determinations
CMP-M010-001,M010,SAF-01,Safety,DGMS,"Coal Mines Regulations, 2017",General mine safety inspection & statutory records,ALL,MONTHLY,2025-05-01,2026-12-10,2027-04-01,Safety Officer,COMPLIANT,LOW,Inspection records,"Coal Mines Regulations, 2017 / demo applicability mapping",DEMO_SYNTHETIC,Dates/statuses are synthetic; not official statutory determinations
CMP-M010-002,M010,SAF-02,Safety,DGMS,"Mines Vocational Training Rules, 1966",Vocational/refresher training validity,ALL,MONTHLY,2026-07-04,2027-01-13,2027-04-07,Training Officer,COMPLIANT,LOW,Training certificates,"Mines Vocational Training Rules, 1966 / demo applicability mapping",DEMO_SYNTHETIC,Dates/statuses are synthetic; not official statutory determinations
CMP-M010-003,M010,SAF-03,Safety,DGMS,"Mines Rescue Rules, 1985",Emergency/rescue preparedness review,"UNDERGROUND,MIXED",QUARTERLY,2025-06-17,2026-12-21,2027-07-07,Safety Officer,COMPLIANT,LOW,Mock drill/rescue records,"Mines Rescue Rules, 1985 / demo applicability mapping",DEMO_SYNTHETIC,Dates/statuses are synthetic; not official statutory determinations
CMP-M010-004,M010,SAF-04,Safety,DGMS,"Coal Mines Regulations, 2017",Ventilation and mine-air monitoring review,"UNDERGROUND,MIXED",WEEKLY,2026-02-03,2026-10-11,2027-02-21,Ventilation Officer,COMPLIANT,LOW,Gas/ventilation records,"Coal Mines Regulations, 2017 / demo applicability mapping",DEMO_SYNTHETIC,Dates/statuses are synthetic; not official statutory determinations
CMP-M010-005,M010,SAF-05,Safety,DGMS,"Coal Mines Regulations, 2017",Strata/roof support inspection,"UNDERGROUND,MIXED",WEEKLY,2026-06-17,2026-12-13,2027-02-22,Safety Officer,COMPLIANT,LOW,Strata evidence,"Coal Mines Regulations, 2017 / demo applicability mapping",DEMO_SYNTHETIC,Dates/statuses are synthetic; not official statutory determinations
CMP-M010-006,M010,SAF-06,Safety,DGMS,"Coal Mines Regulations, 2017",Slope/dump/highwall safety inspection,"OPENCAST,MIXED",WEEKLY,2025-08-04,,,Safety Officer,NOT_APPLICABLE,LOW,Geotechnical evidence,"Coal Mines Regulations, 2017 / demo applicability mapping",DEMO_SYNTHETIC,Dates/statuses are synthetic; not official statutory determinations
CMP-M010-007,M010,ENV-01,Environment,MoEFCC/PARIVESH,Environmental Clearance Conditions,Environmental clearance condition compliance,ALL,HALF_YEARLY,2025-08-18,2026-12-12,2027-01-06,Environment Officer,COMPLIANT,MEDIUM,EC compliance report,Environmental Clearance Conditions / demo applicability mapping,DEMO_SYNTHETIC,Dates/statuses are synthetic; not official statutory determinations
CMP-M010-008,M010,ENV-02,Environment,State Pollution Control Board,Consent to Operate Conditions,Consent to Operate validity/conditions,ALL,ANNUAL,2026-04-10,2027-02-27,2027-07-09,Environment Officer,COMPLIANT,LOW,CTO certificate,Consent to Operate Conditions / demo applicability mapping,DEMO_SYNTHETIC,Dates/statuses are synthetic; not official statutory determinations
CMP-M010-009,M010,ENV-03,Environment,State Pollution Control Board,Environmental Monitoring Programme,Ambient air quality monitoring,ALL,FORTNIGHTLY,2026-04-12,2026-11-01,2027-02-17,Environment Officer,COMPLIANT,MEDIUM,Air monitoring report,Environmental Monitoring Programme / demo applicability mapping,DEMO_SYNTHETIC,Dates/statuses are synthetic; not official statutory determinations
CMP-M010-010,M010,ENV-04,Environment,State Pollution Control Board,Environmental Monitoring Programme,Mine-water quality monitoring,ALL,FORTNIGHTLY,2025-12-28,2026-11-08,2027-01-02,Environment Officer,COMPLIANT,MEDIUM,Water analysis report,Environmental Monitoring Programme / demo applicability mapping,DEMO_SYNTHETIC,Dates/statuses are synthetic; not official statutory determinations
CMP-M010-011,M010,LAB-01,Labour,DGMS / Labour Compliance,Mine Worker Fitness & Welfare Requirements,Worker fitness validity review,ALL,MONTHLY,2025-06-05,2027-01-18,2027-07-25,HR Officer,COMPLIANT,MEDIUM,Fitness validity record,Mine Worker Fitness & Welfare Requirements / demo applicability mapping,DEMO_SYNTHETIC,Dates/statuses are synthetic; not official statutory determinations
CMP-M010-012,M010,LAB-02,Labour,DGMS / Labour Compliance,Training & Competency Requirements,Worker competency/certificate validity,ALL,MONTHLY,2025-07-22,2027-02-10,2027-07-09,HR Officer,COMPLIANT,LOW,Competency certificate,Training & Competency Requirements / demo applicability mapping,DEMO_SYNTHETIC,Dates/statuses are synthetic; not official statutory determinations
CMP-M010-013,M010,CON-01,Contractor,Mine Management,Contractor Safety Management,Contractor training/PPE/licence compliance,ALL,MONTHLY,2026-01-16,2026-10-27,2027-05-29,Contractor Manager,COMPLIANT,LOW,Contractor compliance pack,Contractor Safety Management / demo applicability mapping,DEMO_SYNTHETIC,Dates/statuses are synthetic; not official statutory determinations
CMP-M010-014,M010,PRO-01,Production,Ministry of Coal / Coal Controller,Production Reporting Requirement,Daily/monthly production reporting,"OPERATING,REOPENING",MONTHLY,2025-05-08,,,Production Officer,NOT_APPLICABLE,LOW,Production statement,Production Reporting Requirement / demo applicability mapping,DEMO_SYNTHETIC,Dates/statuses are synthetic; not official statutory determinations
CMP-M010-015,M010,CLS-01,Mine Closure,Ministry of Coal,Mining Plan & Mine Closure Plan,Progressive/final mine closure obligations,ALL,QUARTERLY,2025-08-23,2027-02-04,2027-02-14,Mine Planning Officer,COMPLIANT,LOW,Closure progress evidence,Mining Plan & Mine Closure Plan / demo applicability mapping,DEMO_SYNTHETIC,Dates/statuses are synthetic; not official statutory determinations
CMP-M011-001,M011,SAF-01,Safety,DGMS,"Coal Mines Regulations, 2017",General mine safety inspection & statutory records,ALL,MONTHLY,2026-03-04,2026-12-29,2027-07-18,Safety Officer,COMPLIANT,LOW,Inspection records,"Coal Mines Regulations, 2017 / demo applicability mapping",DEMO_SYNTHETIC,Dates/statuses are synthetic; not official statutory determinations
