document_id,mine_id,document_type,file_name,authority,issue_date,expiry_date,uploaded_by_role,uploaded_at,file_path,extracted_text_excerpt,ocr_used,extraction_confidence,source_status,linked_compliance_id,data_source,data_note
DOC-00069,M006,Worker Training Certificate,M006_worker_training_certificate_09.pdf,Mine Training Department,2026-05-14,2027-05-14,HR Officer,2026-09-02T14:50:00,/demo_documents/M006/DOC-00069.pdf,"Synthetic extracted text for Worker Training Certificate; supports OCR, parsing and compliance workflow tests.",NO,0.978,VERIFIED_DEMO,CMP-M006-009,DEMO_SYNTHETIC,Metadata/text and OCR confidence are synthetic
DOC-00070,M006,Equipment Fitness Certificate,M006_equipment_fitness_certificate_10.pdf,Mine Mechanical Department,2025-01-08,2025-07-07,Safety Officer,2026-09-02T15:50:00,/demo_documents/M006/DOC-00070.pdf,"Synthetic extracted text for Equipment Fitness Certificate; supports OCR, parsing and compliance workflow tests.",YES,0.846,VERIFIED_DEMO,CMP-M006-010,DEMO_SYNTHETIC,Metadata/text and OCR confidence are synthetic
DOC-00071,M006,Environmental Monitoring Report,M006_environmental_monitoring_report_11.pdf,Environment Department,2025-09-18,,HR Officer,2026-09-02T17:20:00,/demo_documents/M006/DOC-00071.pdf,"Synthetic extracted text for Environmental Monitoring Report; supports OCR, parsing and compliance workflow tests.",YES,0.816,NEEDS_REVIEW,CMP-M006-011,DEMO_SYNTHETIC,Metadata/text and OCR confidence are synthetic
DOC-00072,M006,Emergency / Mock Drill Report,M006_emergency___mock_drill_report_12.pdf,Mine Safety Department,2026-04-08,,HR Officer,2026-09-02T15:30:00,/demo_documents/M006/DOC-00072.pdf,"Synthetic extracted text for Emergency / Mock Drill Report; supports OCR, parsing and compliance workflow tests.",YES,0.741,NEEDS_REVIEW,CMP-M006-012,DEMO_SYNTHETIC,Metadata/text and OCR confidence are synthetic
DOC-00073,M007,Environmental Clearance,M007_environmental_clearance_01.pdf,MoEFCC/PARIVESH,2026-02-24,,Environment Officer,2026-09-02T10:00:00,/demo_documents/M007/DOC-00073.pdf,"Synthetic extracted text for Environmental Clearance; supports OCR, parsing and compliance workflow tests.",YES,0.979,VERIFIED_DEMO,CMP-M007-001,DEMO_SYNTHETIC,Metadata/text and OCR confidence are synthetic
DOC-00074,M007,Consent to Operate,M007_consent_to_operate_02.pdf,State Pollution Control Board,2026-07-30,2028-07-29,Compliance Officer,2026-09-02T14:20:00,/demo_documents/M007/DOC-00074.pdf,"Synthetic extracted text for Consent to Operate; supports OCR, parsing and compliance workflow tests.",YES,0.749,NEEDS_REVIEW,CMP-M007-002,DEMO_SYNTHETIC,Metadata/text and OCR confidence are synthetic
DOC-00075,M007,Consent to Establish,M007_consent_to_establish_03.pdf,State Pollution Control Board,2025-11-14,2026-11-14,Environment Officer,2026-09-02T10:50:00,/demo_documents/M007/DOC-00075.pdf,"Synthetic extracted text for Consent to Establish; supports OCR, parsing and compliance workflow tests.",YES,0.885,VERIFIED_DEMO,CMP-M007-003,DEMO_SYNTHETIC,Metadata/text and OCR confidence are synthetic
DOC-00076,M007,Mining Plan,M007_mining_plan_04.pdf,Ministry of Coal / Competent Authority,2026-01-28,,Safety Officer,2026-09-02T09:20:00,/demo_documents/M007/DOC-00076.pdf,"Synthetic extracted text for Mining Plan; supports OCR, parsing and compliance workflow tests.",YES,0.749,NEEDS_REVIEW,CMP-M007-004,DEMO_SYNTHETIC,Metadata/text and OCR confidence are synthetic
DOC-00077,M007,Mine Closure Plan,M007_mine_closure_plan_05.pdf,Ministry of Coal / Competent Authority,2026-06-21,,Environment Officer,2026-09-02T13:00:00,/demo_documents/M007/DOC-00077.pdf,"Synthetic extracted text for Mine Closure Plan; supports OCR, parsing and compliance workflow tests.",NO,0.999,VERIFIED_DEMO,CMP-M007-005,DEMO_SYNTHETIC,Metadata/text and OCR confidence are synthetic
DOC-00078,M007,DGMS Inspection Report,M007_dgms_inspection_report_06.pdf,DGMS,2025-08-15,,Compliance Officer,2026-09-02T09:40:00,/demo_documents/M007/DOC-00078.pdf,"Synthetic extracted text for DGMS Inspection Report; supports OCR, parsing and compliance workflow tests.",YES,0.982,VERIFIED_DEMO,CMP-M007-006,DEMO_SYNTHETIC,Metadata/text and OCR confidence are synthetic
DOC-00079,M007,Safety Audit Report,M007_safety_audit_report_07.pdf,Mine Management,2024-10-13,,Compliance Officer,2026-09-02T11:10:00,/demo_documents/M007/DOC-00079.pdf,"Synthetic extracted text for Safety Audit Report; supports OCR, parsing and compliance workflow tests.",NO,0.959,VERIFIED_DEMO,CMP-M007-007,DEMO_SYNTHETIC,Metadata/text and OCR confidence are synthetic
DOC-00080,M007,Contractor Licence,M007_contractor_licence_08.pdf,Contractor / Labour Compliance,2025-10-29,2026-10-29,Safety Officer,2026-09-02T15:20:00,/demo_documents/M007/DOC-00080.pdf,"Synthetic extracted text for Contractor Licence; supports OCR, parsing and compliance workflow tests.",NO,0.972,VERIFIED_DEMO,CMP-M007-008,DEMO_SYNTHETIC,Metadata/text and OCR confidence are synthetic
DOC-00081,M007,Worker Training Certificate,M007_worker_training_certificate_09.pdf,Mine Training Department,2025-01-22,2026-01-22,Compliance Officer,2026-09-02T11:50:00,/demo_documents/M007/DOC-00081.pdf,"Synthetic extracted text for Worker Training Certificate; supports OCR, parsing and compliance workflow tests.",NO,0.977,VERIFIED_DEMO,CMP-M007-009,DEMO_SYNTHETIC,Metadata/text and OCR confidence are synthetic
DOC-00082,M007,Equipment Fitness Certificate,M007_equipment_fitness_certificate_10.pdf,Mine Mechanical Department,2025-07-10,2027-07-10,Compliance Officer,2026-09-02T09:20:00,/demo_documents/M007/DOC-00082.pdf,"Synthetic extracted text for Equipment Fitness Certificate; supports OCR, parsing and compliance workflow tests.",NO,0.984,VERIFIED_DEMO,CMP-M007-010,DEMO_SYNTHETIC,Metadata/text and OCR confidence are synthetic
DOC-00083,M007,Environmental Monitoring Report,M007_environmental_monitoring_report_11.pdf,Environment Department,2026-04-15,,Environment Officer,2026-09-02T12:30:00,/demo_documents/M007/DOC-00083.pdf,"Synthetic extracted text for Environmental Monitoring Report; supports OCR, parsing and compliance workflow tests.",YES,0.969,VERIFIED_DEMO,CMP-M007-011,DEMO_SYNTHETIC,Metadata/text and OCR confidence are synthetic
DOC-00084,M007,Emergency / Mock Drill Report,M007_emergency___mock_drill_report_12.pdf,Mine Safety Department,2025-08-19,,HR Officer,2026-09-02T10:30:00,/demo_documents/M007/DOC-00084.pdf,"Synthetic extracted text for Emergency / Mock Drill Report; supports OCR, parsing and compliance workflow tests.",NO,0.985,VERIFIED_DEMO,CMP-M007-012,DEMO_SYNTHETIC,Metadata/text and OCR confidence are synthetic
DOC-00085,M008,Environmental Clearance,M008_environmental_clearance_01.pdf,MoEFCC/PARIVESH,2025-09-19,,Compliance Officer,2026-09-02T16:20:00,/demo_documents/M008/DOC-00085.pdf,"Synthetic extracted text for Environmental Clearance; supports OCR, parsing and compliance workflow tests.",NO,0.97,VERIFIED_DEMO,CMP-M008-001,DEMO_SYNTHETIC,Metadata/text and OCR confidence are synthetic
DOC-00086,M008,Consent to Operate,M008_consent_to_operate_02.pdf,State Pollution Control Board,2025-06-17,2025-12-14,Compliance Officer,2026-09-02T08:30:00,/demo_documents/M008/DOC-00086.pdf,"Synthetic extracted text for Consent to Operate; supports OCR, parsing and compliance workflow tests.",YES,0.98,VERIFIED_DEMO,CMP-M008-002,DEMO_SYNTHETIC,Metadata/text and OCR confidence are synthetic
DOC-00087,M008,Consent to Establish,M008_consent_to_establish_03.pdf,State Pollution Control Board,2025-04-06,2025-10-03,Compliance Officer,2026-09-02T10:00:00,/demo_documents/M008/DOC-00087.pdf,"Synthetic extracted text for Consent to Establish; supports OCR, parsing and compliance workflow tests.",NO,0.987,VERIFIED_DEMO,CMP-M008-003,DEMO_SYNTHETIC,Metadata/text and OCR confidence are synthetic
DOC-00088,M008,Mining Plan,M008_mining_plan_04.pdf,Ministry of Coal / Competent Authority,2024-11-06,,Compliance Officer,2026-09-02T10:20:00,/demo_documents/M008/DOC-00088.pdf,"Synthetic extracted text for Mining Plan; supports OCR, parsing and compliance workflow tests.",YES,0.977,VERIFIED_DEMO,CMP-M008-004,DEMO_SYNTHETIC,Metadata/text and OCR confidence are synthetic
DOC-00089,M008,Mine Closure Plan,M008_mine_closure_plan_05.pdf,Ministry of Coal / Competent Authority,2026-01-09,,Environment Officer,2026-09-02T13:50:00,/demo_documents/M008/DOC-00089.pdf,"Synthetic extracted text for Mine Closure Plan; supports OCR, parsing and compliance workflow tests.",NO,0.972,VERIFIED_DEMO,CMP-M008-005,DEMO_SYNTHETIC,Metadata/text and OCR confidence are synthetic
DOC-00090,M008,DGMS Inspection Report,M008_dgms_inspection_report_06.pdf,DGMS,2026-01-29,,Safety Officer,2026-09-02T08:50:00,/demo_documents/M008/DOC-00090.pdf,"Synthetic extracted text for DGMS Inspection Report; supports OCR, parsing and compliance workflow tests.",NO,0.989,VERIFIED_DEMO,CMP-M008-006,DEMO_SYNTHETIC,Metadata/text and OCR confidence are synthetic
DOC-00091,M008,Safety Audit Report,M008_safety_audit_report_07.pdf,Mine Management,2026-06-04,,HR Officer,2026-09-02T12:20:00,/demo_documents/M008/DOC-00091.pdf,"Synthetic extracted text for Safety Audit Report; supports OCR, parsing and compliance workflow tests.",YES,0.753,NEEDS_REVIEW,CMP-M008-007,DEMO_SYNTHETIC,Metadata/text and OCR confidence are synthetic
DOC-00092,M008,Contractor Licence,M008_contractor_licence_08.pdf,Contractor / Labour Compliance,2026-05-11,2026-11-07,Compliance Officer,2026-09-02T11:50:00,/demo_documents/M008/DOC-00092.pdf,"Synthetic extracted text for Contractor Licence; supports OCR, parsing and compliance workflow tests.",NO,0.98,VERIFIED_DEMO,CMP-M008-008,DEMO_SYNTHETIC,Metadata/text and OCR confidence are synthetic
DOC-00093,M008,Worker Training Certificate,M008_worker_training_certificate_09.pdf,Mine Training Department,2025-08-19,2026-02-15,HR Officer,2026-09-02T14:30:00,/demo_documents/M008/DOC-00093.pdf,"Synthetic extracted text for Worker Training Certificate; supports OCR, parsing and compliance workflow tests.",NO,0.955,VERIFIED_DEMO,CMP-M008-009,DEMO_SYNTHETIC,Metadata/text and OCR confidence are synthetic
DOC-00094,M008,Equipment Fitness Certificate,M008_equipment_fitness_certificate_10.pdf,Mine Mechanical Department,2025-12-06,2026-06-04,Compliance Officer,2026-09-02T10:40:00,/demo_documents/M008/DOC-00094.pdf,"Synthetic extracted text for Equipment Fitness Certificate; supports OCR, parsing and compliance workflow tests.",YES,0.741,NEEDS_REVIEW,CMP-M008-010,DEMO_SYNTHETIC,Metadata/text and OCR confidence are synthetic
DOC-00095,M008,Environmental Monitoring Report,M008_environmental_monitoring_report_11.pdf,Environment Department,2026-02-16,,Environment Officer,2026-09-02T15:10:00,/demo_documents/M008/DOC-00095.pdf,"Synthetic extracted text for Environmental Monitoring Report; supports OCR, parsing and compliance workflow tests.",NO,0.986,VERIFIED_DEMO,CMP-M008-011,DEMO_SYNTHETIC,Metadata/text and OCR confidence are synthetic
DOC-00096,M008,Emergency / Mock Drill Report,M008_emergency___mock_drill_report_12.pdf,Mine Safety Department,2025-11-15,,Compliance Officer,2026-09-02T15:50:00,/demo_documents/M008/DOC-00096.pdf,"Synthetic extracted text for Emergency / Mock Drill Report; supports OCR, parsing and compliance workflow tests.",NO,0.957,VERIFIED_DEMO,CMP-M008-012,DEMO_SYNTHETIC,Metadata/text and OCR confidence are synthetic
DOC-00097,M009,Environmental Clearance,M009_environmental_clearance_01.pdf,MoEFCC/PARIVESH,2025-10-12,,Compliance Officer,2026-09-02T11:50:00,/demo_documents/M009/DOC-00097.pdf,"Synthetic extracted text for Environmental Clearance; supports OCR, parsing and compliance workflow tests.",YES,0.735,NEEDS_REVIEW,CMP-M009-001,DEMO_SYNTHETIC,Metadata/text and OCR confidence are synthetic
DOC-00098,M009,Consent to Operate,M009_consent_to_operate_02.pdf,State Pollution Control Board,2026-01-22,2026-07-21,Safety Officer,2026-09-02T17:30:00,/demo_documents/M009/DOC-00098.pdf,"Synthetic extracted text for Consent to Operate; supports OCR, parsing and compliance workflow tests.",NO,0.953,VERIFIED_DEMO,CMP-M009-002,DEMO_SYNTHETIC,Metadata/text and OCR confidence are synthetic
DOC-00099,M009,Consent to Establish,M009_consent_to_establish_03.pdf,State Pollution Control Board,2026-08-16,2027-08-16,Compliance Officer,2026-09-02T15:20:00,/demo_documents/M009/DOC-00099.pdf,"Synthetic extracted text for Consent to Establish; supports OCR, parsing and compliance workflow tests.",NO,0.958,VERIFIED_DEMO,CMP-M009-003,DEMO_SYNTHETIC,Metadata/text and OCR confidence are synthetic
DOC-00100,M009,Mining Plan,M009_mining_plan_04.pdf,Ministry of Coal / Competent Authority,2025-03-18,,HR Officer,2026-09-02T10:30:00,/demo_documents/M009/DOC-00100.pdf,"Synthetic extracted text for Mining Plan; supports OCR, parsing and compliance workflow tests.",YES,0.785,NEEDS_REVIEW,CMP-M009-004,DEMO_SYNTHETIC,Metadata/text and OCR confidence are synthetic
DOC-00101,M009,Mine Closure Plan,M009_mine_closure_plan_05.pdf,Ministry of Coal / Competent Authority,2025-05-01,,Compliance Officer,2026-09-02T10:00:00,/demo_documents/M009/DOC-00101.pdf,"Synthetic extracted text for Mine Closure Plan; supports OCR, parsing and compliance workflow tests.",NO,0.969,VERIFIED_DEMO,CMP-M009-005,DEMO_SYNTHETIC,Metadata/text and OCR confidence are synthetic
DOC-00102,M009,DGMS Inspection Report,M009_dgms_inspection_report_06.pdf,DGMS,2026-07-26,,Environment Officer,2026-09-02T16:30:00,/demo_documents/M009/DOC-00102.pdf,"Synthetic extracted text for DGMS Inspection Report; supports OCR, parsing and compliance workflow tests.",NO,0.985,VERIFIED_DEMO,CMP-M009-006,DEMO_SYNTHETIC,Metadata/text and OCR confidence are synthetic
DOC-00103,M009,Safety Audit Report,M009_safety_audit_report_07.pdf,Mine Management,2026-01-05,,Environment Officer,2026-09-02T17:00:00,/demo_documents/M009/DOC-00103.pdf,"Synthetic extracted text for Safety Audit Report; supports OCR, parsing and compliance workflow tests.",YES,0.906,VERIFIED_DEMO,CMP-M009-007,DEMO_SYNTHETIC,Metadata/text and OCR confidence are synthetic
DOC-00104,M009,Contractor Licence,M009_contractor_licence_08.pdf,Contractor / Labour Compliance,2024-12-24,2026-12-24,Compliance Officer,2026-09-02T15:40:00,/demo_documents/M009/DOC-00104.pdf,"Synthetic extracted text for Contractor Licence; supports OCR, parsing and compliance workflow tests.",NO,0.983,VERIFIED_DEMO,CMP-M009-008,DEMO_SYNTHETIC,Metadata/text and OCR confidence are synthetic
DOC-00105,M009,Worker Training Certificate,M009_worker_training_certificate_09.pdf,Mine Training Department,2024-12-14,2025-06-12,Safety Officer,2026-09-02T17:10:00,/demo_documents/M009/DOC-00105.pdf,"Synthetic extracted text for Worker Training Certificate; supports OCR, parsing and compliance workflow tests.",NO,0.998,VERIFIED_DEMO,CMP-M009-009,DEMO_SYNTHETIC,Metadata/text and OCR confidence are synthetic
DOC-00106,M009,Equipment Fitness Certificate,M009_equipment_fitness_certificate_10.pdf,Mine Mechanical Department,2025-05-08,2026-05-08,Compliance Officer,2026-09-02T17:00:00,/demo_documents/M009/DOC-00106.pdf,"Synthetic extracted text for Equipment Fitness Certificate; supports OCR, parsing and compliance workflow tests.",YES,0.94,VERIFIED_DEMO,CMP-M009-010,DEMO_SYNTHETIC,Metadata/text and OCR confidence are synthetic
DOC-00107,M009,Environmental Monitoring Report,M009_environmental_monitoring_report_11.pdf,Environment Department,2025-12-22,,HR Officer,2026-09-02T12:30:00,/demo_documents/M009/DOC-00107.pdf,"Synthetic extracted text for Environmental Monitoring Report; supports OCR, parsing and compliance workflow tests.",NO,0.965,VERIFIED_DEMO,CMP-M009-011,DEMO_SYNTHETIC,Metadata/text and OCR confidence are synthetic
DOC-00108,M009,Emergency / Mock Drill Report,M009_emergency___mock_drill_report_12.pdf,Mine Safety Department,2025-03-21,,HR Officer,2026-09-02T15:20:00,/demo_documents/M009/DOC-00108.pdf,"Synthetic extracted text for Emergency / Mock Drill Report; supports OCR, parsing and compliance workflow tests.",NO,0.959,VERIFIED_DEMO,CMP-M009-012,DEMO_SYNTHETIC,Metadata/text and OCR confidence are synthetic
DOC-00109,M010,Environmental Clearance,M010_environmental_clearance_01.pdf,MoEFCC/PARIVESH,2026-05-20,,Compliance Officer,2026-09-02T13:30:00,/demo_documents/M010/DOC-00109.pdf,"Synthetic extracted text for Environmental Clearance; supports OCR, parsing and compliance workflow tests.",NO,0.98,VERIFIED_DEMO,CMP-M010-001,DEMO_SYNTHETIC,Metadata/text and OCR confidence are synthetic
DOC-00110,M010,Consent to Operate,M010_consent_to_operate_02.pdf,State Pollution Control Board,2025-10-28,2026-10-28,Compliance Officer,2026-09-02T09:30:00,/demo_documents/M010/DOC-00110.pdf,"Synthetic extracted text for Consent to Operate; supports OCR, parsing and compliance workflow tests.",NO,0.958,VERIFIED_DEMO,CMP-M010-002,DEMO_SYNTHETIC,Metadata/text and OCR confidence are synthetic
DOC-00111,M010,Consent to Establish,M010_consent_to_establish_03.pdf,State Pollution Control Board,2026-04-28,2027-04-28,Compliance Officer,2026-09-02T14:20:00,/demo_documents/M010/DOC-00111.pdf,"Synthetic extracted text for Consent to Establish; supports OCR, parsing and compliance workflow tests.",NO,0.963,VERIFIED_DEMO,CMP-M010-003,DEMO_SYNTHETIC,Metadata/text and OCR confidence are synthetic
DOC-00112,M010,Mining Plan,M010_mining_plan_04.pdf,Ministry of Coal / Competent Authority,2025-04-29,,Compliance Officer,2026-09-02T14:50:00,/demo_documents/M010/DOC-00112.pdf,"Synthetic extracted text for Mining Plan; supports OCR, parsing and compliance workflow tests.",YES,0.804,NEEDS_REVIEW,CMP-M010-004,DEMO_SYNTHETIC,Metadata/text and OCR confidence are synthetic
DOC-00113,M010,Mine Closure Plan,M010_mine_closure_plan_05.pdf,Ministry of Coal / Competent Authority,2025-01-28,,HR Officer,2026-09-02T11:10:00,/demo_documents/M010/DOC-00113.pdf,"Synthetic extracted text for Mine Closure Plan; supports OCR, parsing and compliance workflow tests.",YES,0.911,VERIFIED_DEMO,CMP-M010-005,DEMO_SYNTHETIC,Metadata/text and OCR confidence are synthetic
DOC-00114,M010,DGMS Inspection Report,M010_dgms_inspection_report_06.pdf,DGMS,2025-05-23,,HR Officer,2026-09-02T09:10:00,/demo_documents/M010/DOC-00114.pdf,"Synthetic extracted text for DGMS Inspection Report; supports OCR, parsing and compliance workflow tests.",NO,0.978,VERIFIED_DEMO,CMP-M010-006,DEMO_SYNTHETIC,Metadata/text and OCR confidence are synthetic
DOC-00115,M010,Safety Audit Report,M010_safety_audit_report_07.pdf,Mine Management,2025-10-01,,Safety Officer,2026-09-02T15:10:00,/demo_documents/M010/DOC-00115.pdf,"Synthetic extracted text for Safety Audit Report; supports OCR, parsing and compliance workflow tests.",YES,0.918,VERIFIED_DEMO,CMP-M010-007,DEMO_SYNTHETIC,Metadata/text and OCR confidence are synthetic
DOC-00116,M010,Contractor Licence,M010_contractor_licence_08.pdf,Contractor / Labour Compliance,2026-05-01,2027-05-01,Compliance Officer,2026-09-02T09:20:00,/demo_documents/M010/DOC-00116.pdf,"Synthetic extracted text for Contractor Licence; supports OCR, parsing and compliance workflow tests.",YES,0.921,VERIFIED_DEMO,CMP-M010-008,DEMO_SYNTHETIC,Metadata/text and OCR confidence are synthetic
DOC-00117,M010,Worker Training Certificate,M010_worker_training_certificate_09.pdf,Mine Training Department,2024-10-22,2026-10-22,Environment Officer,2026-09-02T09:20:00,/demo_documents/M010/DOC-00117.pdf,"Synthetic extracted text for Worker Training Certificate; supports OCR, parsing and compliance workflow tests.",YES,0.91,VERIFIED_DEMO,CMP-M010-009,DEMO_SYNTHETIC,Metadata/text and OCR confidence are synthetic
DOC-00118,M010,Equipment Fitness Certificate,M010_equipment_fitness_certificate_10.pdf,Mine Mechanical Department,2024-12-03,2026-12-03,Environment Officer,2026-09-02T13:40:00,/demo_documents/M010/DOC-00118.pdf,"Synthetic extracted text for Equipment Fitness Certificate; supports OCR, parsing and compliance workflow tests.",NO,0.962,VERIFIED_DEMO,CMP-M010-010,DEMO_SYNTHETIC,Metadata/text and OCR confidence are synthetic
DOC-00119,M010,Environmental Monitoring Report,M010_environmental_monitoring_report_11.pdf,Environment Department,2024-12-06,,Environment Officer,2026-09-02T13:00:00,/demo_documents/M010/DOC-00119.pdf,"Synthetic extracted text for Environmental Monitoring Report; supports OCR, parsing and compliance workflow tests.",NO,0.958,VERIFIED_DEMO,CMP-M010-011,DEMO_SYNTHETIC,Metadata/text and OCR confidence are synthetic
DOC-00120,M010,Emergency / Mock Drill Report,M010_emergency___mock_drill_report_12.pdf,Mine Safety Department,2025-03-08,,Environment Officer,2026-09-02T12:00:00,/demo_documents/M010/DOC-00120.pdf,"Synthetic extracted text for Emergency / Mock Drill Report; supports OCR, parsing and compliance workflow tests.",YES,0.914,VERIFIED_DEMO,CMP-M010-012,DEMO_SYNTHETIC,Metadata/text and OCR confidence are synthetic
DOC-00121,M011,Environmental Clearance,M011_environmental_clearance_01.pdf,MoEFCC/PARIVESH,2026-04-14,,Compliance Officer,2026-09-02T15:10:00,/demo_documents/M011/DOC-00121.pdf,"Synthetic extracted text for Environmental Clearance; supports OCR, parsing and compliance workflow tests.",NO,0.955,VERIFIED_DEMO,CMP-M011-001,DEMO_SYNTHETIC,Metadata/text and OCR confidence are synthetic
DOC-00122,M011,Consent to Operate,M011_consent_to_operate_02.pdf,State Pollution Control Board,2025-04-22,2025-10-19,Compliance Officer,2026-09-02T14:10:00,/demo_documents/M011/DOC-00122.pdf,"Synthetic extracted text for Consent to Operate; supports OCR, parsing and compliance workflow tests.",NO,0.975,VERIFIED_DEMO,CMP-M011-002,DEMO_SYNTHETIC,Metadata/text and OCR confidence are synthetic
DOC-00123,M011,Consent to Establish,M011_consent_to_establish_03.pdf,State Pollution Control Board,2025-09-18,2026-03-17,HR Officer,2026-09-02T16:00:00,/demo_documents/M011/DOC-00123.pdf,"Synthetic extracted text for Consent to Establish; supports OCR, parsing and compliance workflow tests.",NO,0.991,VERIFIED_DEMO,CMP-M011-003,DEMO_SYNTHETIC,Metadata/text and OCR confidence are synthetic
DOC-00124,M011,Mining Plan,M011_mining_plan_04.pdf,Ministry of Coal / Competent Authority,2026-02-19,,Safety Officer,2026-09-02T13:50:00,/demo_documents/M011/DOC-00124.pdf,"Synthetic extracted text for Mining Plan; supports OCR, parsing and compliance workflow tests.",NO,0.989,VERIFIED_DEMO,CMP-M011-004,DEMO_SYNTHETIC,Metadata/text and OCR confidence are synthetic
DOC-00125,M011,Mine Closure Plan,M011_mine_closure_plan_05.pdf,Ministry of Coal / Competent Authority,2024-12-06,,HR Officer,2026-09-02T13:40:00,/demo_documents/M011/DOC-00125.pdf,"Synthetic extracted text for Mine Closure Plan; supports OCR, parsing and compliance workflow tests.",NO,0.961,VERIFIED_DEMO,CMP-M011-005,DEMO_SYNTHETIC,Metadata/text and OCR confidence are synthetic
DOC-00126,M011,DGMS Inspection Report,M011_dgms_inspection_report_06.pdf,DGMS,2026-07-23,,Compliance Officer,2026-09-02T13:00:00,/demo_documents/M011/DOC-00126.pdf,"Synthetic extracted text for DGMS Inspection Report; supports OCR, parsing and compliance workflow tests.",NO,0.983,VERIFIED_DEMO,CMP-M011-006,DEMO_SYNTHETIC,Metadata/text and OCR confidence are synthetic
DOC-00127,M011,Safety Audit Report,M011_safety_audit_report_07.pdf,Mine Management,2025-08-03,,Environment Officer,2026-09-02T13:50:00,/demo_documents/M011/DOC-00127.pdf,"Synthetic extracted text for Safety Audit Report; supports OCR, parsing and compliance workflow tests.",YES,0.845,VERIFIED_DEMO,CMP-M011-007,DEMO_SYNTHETIC,Metadata/text and OCR confidence are synthetic
DOC-00128,M011,Contractor Licence,M011_contractor_licence_08.pdf,Contractor / Labour Compliance,2025-06-29,2026-06-29,Environment Officer,2026-09-02T13:00:00,/demo_documents/M011/DOC-00128.pdf,"Synthetic extracted text for Contractor Licence; supports OCR, parsing and compliance workflow tests.",NO,0.962,VERIFIED_DEMO,CMP-M011-008,DEMO_SYNTHETIC,Metadata/text and OCR confidence are synthetic
DOC-00129,M011,Worker Training Certificate,M011_worker_training_certificate_09.pdf,Mine Training Department,2026-06-10,2027-06-10,Environment Officer,2026-09-02T12:20:00,/demo_documents/M011/DOC-00129.pdf,"Synthetic extracted text for Worker Training Certificate; supports OCR, parsing and compliance workflow tests.",NO,0.99,VERIFIED_DEMO,CMP-M011-009,DEMO_SYNTHETIC,Metadata/text and OCR confidence are synthetic
DOC-00130,M011,Equipment Fitness Certificate,M011_equipment_fitness_certificate_10.pdf,Mine Mechanical Department,2025-09-05,2027-09-05,Safety Officer,2026-09-02T14:50:00,/demo_documents/M011/DOC-00130.pdf,"Synthetic extracted text for Equipment Fitness Certificate; supports OCR, parsing and compliance workflow tests.",NO,0.953,VERIFIED_DEMO,CMP-M011-010,DEMO_SYNTHETIC,Metadata/text and OCR confidence are synthetic
DOC-00131,M011,Environmental Monitoring Report,M011_environmental_monitoring_report_11.pdf,Environment Department,2026-02-12,,HR Officer,2026-09-02T10:30:00,/demo_documents/M011/DOC-00131.pdf,"Synthetic extracted text for Environmental Monitoring Report; supports OCR, parsing and compliance workflow tests.",YES,0.918,VERIFIED_DEMO,CMP-M011-011,DEMO_SYNTHETIC,Metadata/text and OCR confidence are synthetic
DOC-00132,M011,Emergency / Mock Drill Report,M011_emergency___mock_drill_report_12.pdf,Mine Safety Department,2024-10-20,,Environment Officer,2026-09-02T17:20:00,/demo_documents/M011/DOC-00132.pdf,"Synthetic extracted text for Emergency / Mock Drill Report; supports OCR, parsing and compliance workflow tests.",NO,0.989,VERIFIED_DEMO,CMP-M011-012,DEMO_SYNTHETIC,Metadata/text and OCR confidence are synthetic
DOC-00133,M012,Environmental Clearance,M012_environmental_clearance_01.pdf,MoEFCC/PARIVESH,2026-04-06,,HR Officer,2026-09-02T10:30:00,/demo_documents/M012/DOC-00133.pdf,"Synthetic extracted text for Environmental Clearance; supports OCR, parsing and compliance workflow tests.",NO,0.955,VERIFIED_DEMO,CMP-M012-001,DEMO_SYNTHETIC,Metadata/text and OCR confidence are synthetic
DOC-00134,M012,Consent to Operate,M012_consent_to_operate_02.pdf,State Pollution Control Board,2025-12-22,2027-12-22,Environment Officer,2026-09-02T10:10:00,/demo_documents/M012/DOC-00134.pdf,"Synthetic extracted text for Consent to Operate; supports OCR, parsing and compliance workflow tests.",YES,0.741,NEEDS_REVIEW,CMP-M012-002,DEMO_SYNTHETIC,Metadata/text and OCR confidence are synthetic
DOC-00135,M012,Consent to Establish,M012_consent_to_establish_03.pdf,State Pollution Control Board,2024-12-29,2025-06-27,Environment Officer,2026-09-02T14:30:00,/demo_documents/M012/DOC-00135.pdf,"Synthetic extracted text for Consent to Establish; supports OCR, parsing and compliance workflow tests.",YES,0.794,NEEDS_REVIEW,CMP-M012-003,DEMO_SYNTHETIC,Metadata/text and OCR confidence are synthetic
DOC-00136,M012,Mining Plan,M012_mining_plan_04.pdf,Ministry of Coal / Competent Authority,2025-07-04,,HR Officer,2026-09-02T09:30:00,/demo_documents/M012/DOC-00136.pdf,"Synthetic extracted text for Mining Plan; supports OCR, parsing and compliance workflow tests.",NO,0.988,VERIFIED_DEMO,CMP-M012-004,DEMO_SYNTHETIC,Metadata/text and OCR confidence are synthetic
